PIVlab by W.Th. & E.J.S., ASCII chart output - 10-May-2020
FRAME: 274, filenames: A: bg_subtracted_PulsatileFlow_Re1000_025Hz_274.TIF & B: bg_subtracted_PulsatileFlow_Re1000_025Hz_275.TIF, conversion factor xy (px -> m): 3.0456e-05, conversion factor uv (px/frame -> m/s): 0.0030456
x [m],y [m],u [m/s],v [m/s],vorticity [1/s],magnitude [m/s],divergence [1/s],dcev [1],simple shear [1/s],simple strain [1/s],vector direction [degrees]
0.00060911539,0.003989705805,0.007337309695,-0.0002971711078,-3.53859774,0.007343325148,-3.724289602,0,3.724289602,-3.53859774,-2.319290064
0.00060911539,0.004476998117,0.009106884277,-0.0003424142162,-5.830440961,0.009113319304,-4.648115752,0,5.956261154,-4.399513793,-2.153277834
0.00060911539,0.004964290429,0.01308087902,-0.0004183129311,7.720738816,0.01308756592,-9.715893672,0,-5.574703409,-7.650744602,-1.831635341
0.00060911539,0.005451582741,0.002628117496,-0.001348745481,-1.700617073,0.00295399999,15.28067376,0,5.211167352,17.66331752,-27.16681839
0.00060911539,0.005938875053,0.01644893843,-0.001579356915,-20.52007544,0.01652458604,18.98409899,0,26.58846702,19.88189298,-5.484483766
0.00060911539,0.006426167365,0.02558374807,-0.001786233591,-16.11051752,0.02564602885,12.90295174,0,21.75456223,13.34803533,-3.993857043
0.00060911539,0.006913459677,0.03490030069,-0.001796242728,-14.43517189,0.03494649447,4.336030283,0,16.62758363,3.183571952,-2.946289739
0.00060911539,0.007400751989,0.04072039003,-0.001224649507,-11.21740376,0.04073880129,1.079545295,0,9.902919165,-0.5916299152,-1.722628505
0.00060911539,0.007888044301,0.04519207167,-0.0009818918962,-7.080553939,0.04520273724,0.09787296952,0,8.23604242,-0.366340227,-1.244674331
0.00060911539,0.008375336613,0.04818404968,-0.0009984419848,-2.096272862,0.04819439314,-0.7314163003,0,8.483438233,0.120577165,-1.187080094
0.00060911539,0.008862628925,0.05034748355,-0.001397061762,-3.419802932,0.05036686293,-1.001554015,0,4.172527818,-1.123808189,-1.589457946
0.00060911539,0.009349921237,0.05188373408,-0.0009388684655,-2.988573156,0.05189222809,-0.2266491627,0,2.90406758,-0.8583730015,-1.036689651
0.00060911539,0.009837213549,0.05321892208,-0.001089227592,-2.682178754,0.05323006748,-0.4970979236,0,5.404913026,0.503754129,-1.172504619
0.00060911539,0.01032450586,0.05582451173,-0.001426575976,-4.431153658,0.05584273658,-2.351570661,0,7.617946353,-2.866436537,-1.463855116
0.00060911539,0.01081179817,0.05909035588,-0.0008383374091,-3.416637676,0.05909630249,-3.13705183,0,5.627773848,-5.80639655,-0.8128225374
0.00060911539,0.01129909049,0.06023178394,-0.0001258248159,-0.8951183466,0.06023191536,-2.77107913,0,0.7889405526,-4.486930114,-0.1196912984
0.00060911539,0.0117863828,0.05991098484,-2.216415928e-06,-0.6441364209,0.05991098488,-0.9502622023,0,-0.4796090034,-1.379783717,-0.002119666011
0.00060911539,0.01227367511,0.06031195688,8.347771617e-05,-0.3465608575,0.06031201465,1.773929838,0,-0.316051889,2.742130308,0.07930297761
0.00060911539,0.01276096742,0.05992585162,-0.0004740130614,-1.315826733,0.05992772631,3.342316755,0,1.172717609,6.418090651,-0.4531997579
0.00060911539,0.01324825973,0.06152460541,-0.001415323257,-1.540630724,0.06154088243,2.617866609,0,3.584329159,4.492937897,-1.317810148
0.00060911539,0.01373555205,0.06242320517,-0.001387720884,-1.104998089,0.06243862838,-0.1478192752,0,1.795909232,-0.4983223537,-1.273524087
0.00060911539,0.01422284436,0.06293819524,-0.001244525801,-0.7907431709,0.06295049853,0.8356631937,0,0.7121992846,-1.063107677,-1.132806306
0.00060911539,0.01471013667,0.06315557748,-0.0004624644369,0.7731329637,0.06315727068,-0.7586327482,0,-1.133617264,-3.911750328,-0.4195478512
0.00060911539,0.01519742898,0.06200905052,0.0002919641545,1.30525261,0.06200973786,-0.6379206626,0,-4.631030984,-1.955282288,0.2697701395
0.00060911539,0.01568472129,0.06026287212,0.0001794757555,0.8149454229,0.06026313938,1.14172241,0,-5.308742086,1.662210966,0.170638613
0.00060911539,0.01617201361,0.05902502467,3.833408285e-05,1.582462884,0.05902503712,-0.9047644684,0,-1.968627397,-1.651511964,0.03721101113
0.00060911539,0.01665930592,0.05853245313,0.0005433600691,0.49714935,0.05853497509,-1.35350147,0,-1.912226653,-2.3126849,0.5318646806
0.00060911539,0.01714659823,0.05785095427,0.0005057367941,3.467148943,0.05785316482,-1.29899899,0,-4.879817262,-0.7639829904,0.5008706612
0.00060911539,0.01763389054,0.05446504067,0.0002826508859,4.147241639,0.05446577408,0.289727398,0,-5.572163218,0.7597059543,0.2973385728
0.00060911539,0.01812118285,0.053114763,0.0002767198568,2.6089027,0.05311548383,-2.382221596,0,-4.59550746,-0.8940010106,0.2984996178
0.00060911539,0.01860847517,0.05095438698,-0.000442547564,9.032719036,0.05095630875,-4.452177264,0,-9.01661116,-3.512817969,-0.4976111308
0.00060911539,0.01909576748,0.04431946316,-0.0001810227059,11.28320488,0.04431983285,2.401974314,0,-12.04989053,1.84378733,-0.2340231272
0.00060911539,0.01958305979,0.03958434898,-0.0001705473379,12.56349434,0.03958471637,5.189285451,0,-12.14364533,5.356215771,-0.2468546903
0.00060911539,0.0200703521,0.03227986395,-0.0002623665674,15.51616942,0.03228093018,2.031106134,0,-15.38095429,2.39823704,-0.4656824454
0.00060911539,0.02055764441,0.02452841813,-0.0003494474055,17.3077952,0.02453090723,2.421913078,0,-17.14730185,2.859566736,-0.8162168048
0.00060911539,0.02104493673,0.01549016005,-0.0004756318304,23.06060782,0.01549746057,8.412278625,0,-22.77728791,9.071838915,-1.75873824
0.00060911539,0.02153222904,0.002191963939,-0.0006708460642,14.14016298,0.002292322044,10.66021703,0,-13.93132199,11.3871393,-17.01662264
0.00060911539,0.02201952135,0.001811141237,-0.0008298554632,0.4752722658,0.001992207988,-3.352632141,0,1.455807009,-1.734468216,-24.61700413
0.00060911539,0.02250681366,0.002669770981,-0.001459364904,-0.3748291133,0.003042601357,-6.793026899,0,3.149255809,-4.209323337,-28.66214121
0.001096407702,0.003989705805,0.005567735113,-0.0002519279994,-2.584835755,0.005573431797,-5.123761721,0,2.893309382,-4.878198189,-2.590743282
0.001096407702,0.004476998117,0.006902464117,-0.0003117586098,-3.7930699,0.006909501018,-4.786370621,0,2.941756748,-5.517940435,-2.586079505
0.001096407702,0.004964290429,0.008849564361,0.0001045603466,-4.670336107,0.008850182046,-4.286769043,0,3.030032078,-3.913985016,0.6769358991
0.001096407702,0.005451582741,0.01065479433,-0.0004934134003,-17.18629958,0.01066621297,13.99351404,0,17.84179997,14.41497972,-2.651418836
0.001096407702,0.005938875053,0.02591848798,-0.0001008166351,-21.3227586,0.02591868405,8.590323532,0,22.43928176,8.421370307,-0.2228655688
0.001096407702,0.006426167365,0.03197970016,-0.0004110837927,-10.58598378,0.03198234219,4.519090748,0,11.60590109,6.902164259,-0.7364693555
0.001096407702,0.006913459677,0.03673242286,-0.001262070036,-8.344223542,0.03675409787,-0.05430006879,0,9.836996139,2.272506253,-1.967821516
0.001096407702,0.007400751989,0.04083926873,-0.001544918625,-8.475127487,0.04086847984,0.009823876721,0,8.751160689,-1.142889706,-2.166422944
0.001096407702,0.007888044301,0.04512666066,-0.0007003615695,-7.621165101,0.0451320951,1.777310283,34.12196802,7.146054,-2.537727895,-0.8891537756
0.001096407702,0.008375336613,0.04803522107,0.0005577663056,-4.28051467,0.04803845924,-2.392935471,0,5.370748952,-1.339560208,0.6652664106
0.001096407702,0.008862628925,0.04982964722,-0.001213663237,-3.485691028,0.04984442517,-2.831294813,0,3.869548207,0.2822864858,-1.395234352
0.001096407702,0.009349921237,0.0516193726,-0.0009594579241,-3.778042155,0.05162828864,-0.1554472221,35.32137823,3.180607785,-1.772175754,-1.064843633
0.001096407702,0.009837213549,0.05322054384,-0.0004258438526,-2.463061309,0.05322224751,-0.3284353369,0,3.557537954,-0.9632324196,-0.458442042
0.001096407702,0.01032450586,0.05455316434,-0.000650126186,-2.192536842,0.05455703807,-0.9378178978,0,5.381510876,-1.196884723,-0.6827784199
